CPT_code,CodeDescription,Code_Category
92974,Cath place cardio brachytx,RADIATION THERAPY SERVICES AND SUPPLIES
A4650,Implant radiation dosimeter,RADIATION THERAPY SERVICES AND SUPPLIES
A9513,Lutetium Lu 177 dotatat ther,RADIATION THERAPY SERVICES AND SUPPLIES
A9517,"I131 iodide cap, rx",RADIATION THERAPY SERVICES AND SUPPLIES
A9527,Iodine I-125 sodium iodide,RADIATION THERAPY SERVICES AND SUPPLIES
A9530,"I131 iodide sol, rx",RADIATION THERAPY SERVICES AND SUPPLIES
A9543,"Y90 ibritumomab, rx",RADIATION THERAPY SERVICES AND SUPPLIES
A9563,P32 Na phosphate,RADIATION THERAPY SERVICES AND SUPPLIES
A9564,P32 chromic phosphate,RADIATION THERAPY SERVICES AND SUPPLIES
A9590,Iodine i-131 iobenguane 1mci,RADIATION THERAPY SERVICES AND SUPPLIES
A9600,Sr89 strontium,RADIATION THERAPY SERVICES AND SUPPLIES
A9604,Sm 153 lexidronam,RADIATION THERAPY SERVICES AND SUPPLIES
A9606,Radium Ra223 dichloride ther,RADIATION THERAPY SERVICES AND SUPPLIES
A9607,Lutetium lu 177 vipivotide,RADIATION THERAPY SERVICES AND SUPPLIES
A9699,Radiopharm rx agent noc,RADIATION THERAPY SERVICES AND SUPPLIES
C1716,"Brachytx, non-str, Gold-198",RADIATION THERAPY SERVICES AND SUPPLIES
C1717,"Brachytx, non-str,HDR Ir-192",RADIATION THERAPY SERVICES AND SUPPLIES
C1719,"Brachytx, NS, Non-HDRIr-192",RADIATION THERAPY SERVICES AND SUPPLIES
C2616,"Brachytx, non-str,Yttrium-90",RADIATION THERAPY SERVICES AND SUPPLIES
C2634,"Brachytx, non-str, HA, I-125",RADIATION THERAPY SERVICES AND SUPPLIES
C2635,"Brachytx, non-str, HA, P-103",RADIATION THERAPY SERVICES AND SUPPLIES
C2636,"Brachy linear, non-str,P-103",RADIATION THERAPY SERVICES AND SUPPLIES
C2638,"Brachytx, stranded, I-125",RADIATION THERAPY SERVICES AND SUPPLIES
C2639,"Brachytx,non-stranded,I-125",RADIATION THERAPY SERVICES AND SUPPLIES
C2640,"Brachytx, stranded, P-103",RADIATION THERAPY SERVICES AND SUPPLIES
C2641,"Brachytx, non-stranded,P-103",RADIATION THERAPY SERVICES AND SUPPLIES
C2642,"Brachytx, stranded, C-131",RADIATION THERAPY SERVICES AND SUPPLIES
C2643,"Brachytx, non-stranded,C-131",RADIATION THERAPY SERVICES AND SUPPLIES
C2644,Brachytx cesium-131 chloride,RADIATION THERAPY SERVICES AND SUPPLIES
C2645,"Brachytx planar, p-103",RADIATION THERAPY SERVICES AND SUPPLIES
C2698,"Brachytx, stranded, NOS",RADIATION THERAPY SERVICES AND SUPPLIES
C2699,"Brachytx, non-stranded, NOS",RADIATION THERAPY SERVICES AND SUPPLIES
G0339,"Robot lin-radsurg com, first",RADIATION THERAPY SERVICES AND SUPPLIES
G0340,Robt lin-radsurg fractx 2-5,RADIATION THERAPY SERVICES AND SUPPLIES
G0562,Complex simulation w/pet-ct,RADIATION THERAPY SERVICES AND SUPPLIES
G0563,Sbrt w/positron emission del,RADIATION THERAPY SERVICES AND SUPPLIES
G6001,Echo guidance radiotherapy,RADIATION THERAPY SERVICES AND SUPPLIES
G6002,Stereoscopic x-ray guidance,RADIATION THERAPY SERVICES AND SUPPLIES
G6003,Radiation treatment delivery,RADIATION THERAPY SERVICES AND SUPPLIES
G6004,Radiation treatment delivery,RADIATION THERAPY SERVICES AND SUPPLIES
G6005,Radiation treatment delivery,RADIATION THERAPY SERVICES AND SUPPLIES
G6006,Radiation treatment delivery,RADIATION THERAPY SERVICES AND SUPPLIES
G6007,Radiation treatment delivery,RADIATION THERAPY SERVICES AND SUPPLIES
G6008,Radiation treatment delivery,RADIATION THERAPY SERVICES AND SUPPLIES
G6009,Radiation treatment delivery,RADIATION THERAPY SERVICES AND SUPPLIES
G6010,Radiation treatment delivery,RADIATION THERAPY SERVICES AND SUPPLIES
G6011,Radiation treatment delivery,RADIATION THERAPY SERVICES AND SUPPLIES
G6012,Radiation treatment delivery,RADIATION THERAPY SERVICES AND SUPPLIES
G6013,Radiation treatment delivery,RADIATION THERAPY SERVICES AND SUPPLIES
G6014,Radiation treatment delivery,RADIATION THERAPY SERVICES AND SUPPLIES
G6015,Radiation tx delivery imrt,RADIATION THERAPY SERVICES AND SUPPLIES
G6016,Delivery comp imrt,RADIATION THERAPY SERVICES AND SUPPLIES
G6017,Intrafraction track motion,RADIATION THERAPY SERVICES AND SUPPLIES
Q3001,Brachytherapy Radioelements,RADIATION THERAPY SERVICES AND SUPPLIES
80061,Lipid panel [only when billed with ICD-10-CM code  Z13.6],PREVENTIVE SCREENING TESTS AND VACCINES
81528,Oncology colorectal scr,PREVENTIVE SCREENING TESTS AND VACCINES
82270,Occult blood feces,PREVENTIVE SCREENING TESTS AND VACCINES
82465,Assay bld/serum cholesterol [only when billed with ICD-10-CM code Z13.6],PREVENTIVE SCREENING TESTS AND VACCINES
82947,Assay glucose blood quant [only when billed with ICD-10-CM code Z13.1],PREVENTIVE SCREENING TESTS AND VACCINES
82950,Glucose test [only when billed with ICD-10-CM code Z13.1],PREVENTIVE SCREENING TESTS AND VACCINES
82951,Glucose tolerance test (GTT) [only when billed with ICD-10-CM code Z13.1],PREVENTIVE SCREENING TESTS AND VACCINES
83718,Assay of lipoprotein [only when billed with ICD-10-CM code Z13.6],PREVENTIVE SCREENING TESTS AND VACCINES
84478,Assay of triglycerides [only when billed with ICD-10-CM code Z13.6],PREVENTIVE SCREENING TESTS AND VACCINES
G0118,Glaucoma scrn hgh risk direc,PREVENTIVE SCREENING TESTS AND VACCINES
nan,nan,PREVENTIVE SCREENING TESTS AND VACCINES
90637,Vacc qirv mrna 30mcg/.5ml im,PREVENTIVE SCREENING TESTS AND VACCINES
90638,Vacc qirv mrna 60mcg/.5ml im,PREVENTIVE SCREENING TESTS AND VACCINES
90653,IIV adjuvant vaccine im,PREVENTIVE SCREENING TESTS AND VACCINES
90655,IIV3 vacc no prsv 0.25 ml im,PREVENTIVE SCREENING TESTS AND VACCINES
90656,IIV3 vacc no prsv 0.5 ml im,PREVENTIVE SCREENING TESTS AND VACCINES
90657,IIV3 vaccine splt 0.25 ml im,PREVENTIVE SCREENING TESTS AND VACCINES
90658,IIV3 vaccine splt 0.5 ml im,PREVENTIVE SCREENING TESTS AND VACCINES
90660,LAIV3 vaccine intranasal,PREVENTIVE SCREENING TESTS AND VACCINES
90661,Cciiv3 vac abx fr 0.5 ml im,PREVENTIVE SCREENING TESTS AND VACCINES
90662,IIV no prsv increased ag im,PREVENTIVE SCREENING TESTS AND VACCINES
90670,PCV13 vaccine im,PREVENTIVE SCREENING TESTS AND VACCINES
90671,Pcv15 vaccine im,PREVENTIVE SCREENING TESTS AND VACCINES
90672,LAIV4 vaccine intranasal,PREVENTIVE SCREENING TESTS AND VACCINES
90673,RIV3 vaccine no preserv im,PREVENTIVE SCREENING TESTS AND VACCINES
90674,CCIIV4 vac no prsv 0.5 ml im,PREVENTIVE SCREENING TESTS AND VACCINES
90677,Pcv20 vaccine im,PREVENTIVE SCREENING TESTS AND VACCINES
90682,RIV4 vacc recombinant dna im,PREVENTIVE SCREENING TESTS AND VACCINES
90684,Pcv21 vaccine im,PREVENTIVE SCREENING TESTS AND VACCINES
90685,IIV4 vacc no prsv 0.25 ml im,PREVENTIVE SCREENING TESTS AND VACCINES
90686,IIV4 vacc no prsv 0.5 ml im,PREVENTIVE SCREENING TESTS AND VACCINES
90687,IIV4 vacc splt 0.25 ml im,PREVENTIVE SCREENING TESTS AND VACCINES
90688,IIV4 vacc splt 0.5 ml im,PREVENTIVE SCREENING TESTS AND VACCINES
90689,Vacc iiv4 no prsrv 0.25ml im,PREVENTIVE SCREENING TESTS AND VACCINES
90694,Vacc aiiv4 no prsrv 0.5ml im,PREVENTIVE SCREENING TESTS AND VACCINES
90695,H5n8 vacc drv cll cul adj im,PREVENTIVE SCREENING TESTS AND VACCINES
90732,PPSV23 vacc 2 yrs+ subq/im,PREVENTIVE SCREENING TESTS AND VACCINES
90739,Hepb vacc 2/4 dose adult im,PREVENTIVE SCREENING TESTS AND VACCINES
90740,Hepb vacc 3 dose immunsup im,PREVENTIVE SCREENING TESTS AND VACCINES
90743,Hepb vacc 2 dose adolesc im,PREVENTIVE SCREENING TESTS AND VACCINES
90744,Hepb vacc 3 dose ped/adol im,PREVENTIVE SCREENING TESTS AND VACCINES
90746,Hepb vaccine 3 dose adult im,PREVENTIVE SCREENING TESTS AND VACCINES
90747,Hepb vacc 4 dose immunsup im,PREVENTIVE SCREENING TESTS AND VACCINES
90749,Unlisted vaccine/toxoid [only when used to identify a COVID-19 vaccine],PREVENTIVE SCREENING TESTS AND VACCINES
90756,Cciiv4 vacc abx free im,PREVENTIVE SCREENING TESTS AND VACCINES
90759,Hep b vac 3ag 10mcg 3 dos im,PREVENTIVE SCREENING TESTS AND VACCINES
91304,Sarscov2 vac 5mcg/0.5ml im,PREVENTIVE SCREENING TESTS AND VACCINES
91318,Sarscov2 vac 3mcg trs-suc im,PREVENTIVE SCREENING TESTS AND VACCINES
91319,Sarscv2 vac 10mcg trs-suc im,PREVENTIVE SCREENING TESTS AND VACCINES
91320,Sarscv2 vac 30mcg trs-suc im,PREVENTIVE SCREENING TESTS AND VACCINES
91321,Sarscov2 vac 25 mcg/.25ml im,PREVENTIVE SCREENING TESTS AND VACCINES
91322,Sarscov2 vac 50 mcg/0.5ml im,PREVENTIVE SCREENING TESTS AND VACCINES
Q0220,"Tixagev and cilgav, 300mg",PREVENTIVE SCREENING TESTS AND VACCINES
Q0221,"Tixagev and cilgav, 600mg",PREVENTIVE SCREENING TESTS AND VACCINES
Q0222,Bebtelovimab 175 mg,PREVENTIVE SCREENING TESTS AND VACCINES
Q0224,"Inj, pemivibart, 4500 mg",PREVENTIVE SCREENING TESTS AND VACCINES
Q0240,Casirivi and imdevi 600 mg,PREVENTIVE SCREENING TESTS AND VACCINES
Q0243,Casirivimab and imdevimab,PREVENTIVE SCREENING TESTS AND VACCINES
Q0244,Casirivi and imdevi 1200 mg,PREVENTIVE SCREENING TESTS AND VACCINES
Q0245,Bamlanivimab and etesevima,PREVENTIVE SCREENING TESTS AND VACCINES
Q0247,Sotrovimab,PREVENTIVE SCREENING TESTS AND VACCINES
Q0249,Tocilizumab for covid-19,PREVENTIVE SCREENING TESTS AND VACCINES
Q2034,Agriflu vaccine,PREVENTIVE SCREENING TESTS AND VACCINES
Q2035,"Afluria vacc, 3 yrs & >, im",PREVENTIVE SCREENING TESTS AND VACCINES
Q2036,"Flulaval vacc, 3 yrs & >, im",PREVENTIVE SCREENING TESTS AND VACCINES
Q2037,"Fluvirin vacc, 3 yrs & >, im",PREVENTIVE SCREENING TESTS AND VACCINES
Q2038,"Fluzone vacc, 3 yrs & >, im",PREVENTIVE SCREENING TESTS AND VACCINES
Q2039,"Influenza virus vaccine, nos",PREVENTIVE SCREENING TESTS AND VACCINES
